# 简名 → 完整包路径对照表（写 import 时查这个）
# 共 9331 个简名，同名类用 | 分隔

AABB	net.minecraft.world.phys.AABB
TerrainProvider	net.minecraft.data.worldgen.TerrainProvider
TestBlock	net.minecraft.world.level.block.TestBlock
TestBlockEditScreen	net.minecraft.client.gui.screens.inventory.TestBlockEditScreen
TestBlockEntity	net.minecraft.world.level.block.entity.TestBlockEntity
TestBlockMode	net.minecraft.world.level.block.state.properties.TestBlockMode
TestCommand	net.minecraft.gametest.framework.TestCommand
TestCommand$TestBatchSummaryDisplayer	net.minecraft.gametest.framework.TestCommand$TestBatchSummaryDisplayer
TestCommand$TestSummaryDisplayer	net.minecraft.gametest.framework.TestCommand$TestSummaryDisplayer
TestData	net.minecraft.gametest.framework.TestData
TestEnvironmentDefinition	net.minecraft.gametest.framework.TestEnvironmentDefinition
TestEnvironmentDefinition$AllOf	net.minecraft.gametest.framework.TestEnvironmentDefinition$AllOf
TestEnvironmentDefinition$Functions	net.minecraft.gametest.framework.TestEnvironmentDefinition$Functions
TestEnvironmentDefinition$SetGameRules	net.minecraft.gametest.framework.TestEnvironmentDefinition$SetGameRules
TestEnvironmentDefinition$TimeOfDay	net.minecraft.gametest.framework.TestEnvironmentDefinition$TimeOfDay
TestEnvironmentDefinition$Weather	net.minecraft.gametest.framework.TestEnvironmentDefinition$Weather
TestEnvironmentDefinition$Weather$Type	net.minecraft.gametest.framework.TestEnvironmentDefinition$Weather$Type
TestFinder	net.minecraft.gametest.framework.TestFinder
TestFinder$Builder	net.minecraft.gametest.framework.TestFinder$Builder
TestFunctionLoader	net.minecraft.gametest.framework.TestFunctionLoader
TestInstanceBlock	net.minecraft.world.level.block.TestInstanceBlock
TestInstanceBlockEditScreen	net.minecraft.client.gui.screens.inventory.TestInstanceBlockEditScreen
TestInstanceBlockEditScreen$1	net.minecraft.client.gui.screens.inventory.TestInstanceBlockEditScreen$1
TestInstanceBlockEntity	net.minecraft.world.level.block.entity.TestInstanceBlockEntity
TestInstanceBlockEntity$1	net.minecraft.world.level.block.entity.TestInstanceBlockEntity$1
TestInstanceBlockEntity$Data	net.minecraft.world.level.block.entity.TestInstanceBlockEntity$Data
TestInstanceBlockEntity$ErrorMarker	net.minecraft.world.level.block.entity.TestInstanceBlockEntity$ErrorMarker
TestInstanceBlockEntity$Status	net.minecraft.world.level.block.entity.TestInstanceBlockEntity$Status
TestInstanceFinder	net.minecraft.gametest.framework.TestInstanceFinder
TestInstanceRenderState	net.minecraft.client.renderer.blockentity.state.TestInstanceRenderState
TestInstanceRenderer	net.minecraft.client.renderer.blockentity.TestInstanceRenderer
TestPosFinder	net.minecraft.gametest.framework.TestPosFinder
TestReporter	net.minecraft.gametest.framework.TestReporter
TextAlignment	net.minecraft.client.gui.TextAlignment
TextAlignment$1	net.minecraft.client.gui.TextAlignment$1
TextAlignment$2	net.minecraft.client.gui.TextAlignment$2
TextAlignment$3	net.minecraft.client.gui.TextAlignment$3
TextColor	net.minecraft.network.chat.TextColor
TextComponentHoverAndClickEventFix	net.minecraft.util.datafix.fixes.TextComponentHoverAndClickEventFix
TextComponentStringifiedFlagsFix	net.minecraft.util.datafix.fixes.TextComponentStringifiedFlagsFix
TextComponentTagVisitor	net.minecraft.nbt.TextComponentTagVisitor
TextDisplayEntityRenderState	net.minecraft.client.renderer.entity.state.TextDisplayEntityRenderState
TextFeatureRenderer	net.minecraft.client.renderer.feature.TextFeatureRenderer
TextFieldHelper	net.minecraft.client.gui.font.TextFieldHelper
TextFieldHelper$CursorStep	net.minecraft.client.gui.font.TextFieldHelper$CursorStep
TextFilter	net.minecraft.server.network.TextFilter
TextFilter$1	net.minecraft.server.network.TextFilter$1
TextGizmo	net.minecraft.gizmos.TextGizmo
TextGizmo$Style	net.minecraft.gizmos.TextGizmo$Style
TextInput	net.minecraft.server.dialog.input.TextInput
TextInput$MultilineOptions	net.minecraft.server.dialog.input.TextInput$MultilineOptions
TextRenderable	net.minecraft.client.gui.font.TextRenderable
TextRenderable$Styled	net.minecraft.client.gui.font.TextRenderable$Styled
TextureAtlas	net.minecraft.client.renderer.texture.TextureAtlas
TextureAtlasSprite	net.minecraft.client.renderer.texture.TextureAtlasSprite
TextureContents	net.minecraft.client.renderer.texture.TextureContents
TextureFilteringMethod	net.minecraft.client.TextureFilteringMethod
TextureManager	net.minecraft.client.renderer.texture.TextureManager
TextureManager$PendingReload	net.minecraft.client.renderer.texture.TextureManager$PendingReload
TextureMapping	net.minecraft.client.data.models.model.TextureMapping
TextureMetadataSection	net.minecraft.client.resources.metadata.texture.TextureMetadataSection
TextureSetup	net.minecraft.client.gui.render.TextureSetup
TextureSlot	net.minecraft.client.data.models.model.TextureSlot
TextureSlots	net.minecraft.client.renderer.block.model.TextureSlots
TextureSlots$Data	net.minecraft.client.renderer.block.model.TextureSlots$Data
TextureSlots$Data$Builder	net.minecraft.client.renderer.block.model.TextureSlots$Data$Builder
TextureSlots$Reference	net.minecraft.client.renderer.block.model.TextureSlots$Reference
TextureSlots$Resolver	net.minecraft.client.renderer.block.model.TextureSlots$Resolver
TextureSlots$SlotContents	net.minecraft.client.renderer.block.model.TextureSlots$SlotContents
TextureSlots$Value	net.minecraft.client.renderer.block.model.TextureSlots$Value
TextureTransform	net.minecraft.client.renderer.rendertype.TextureTransform
TextureTransform$OffsetTextureTransform	net.minecraft.client.renderer.rendertype.TextureTransform$OffsetTextureTransform
TexturedModel	net.minecraft.client.data.models.model.TexturedModel
TexturedModel$Provider	net.minecraft.client.data.models.model.TexturedModel$Provider
TheEndBiomeSource	net.minecraft.world.level.biome.TheEndBiomeSource
TheEndGatewayBlockEntity	net.minecraft.world.level.block.entity.TheEndGatewayBlockEntity
TheEndGatewayRenderer	net.minecraft.client.renderer.blockentity.TheEndGatewayRenderer
TheEndPortalBlockEntity	net.minecraft.world.level.block.entity.TheEndPortalBlockEntity
TheEndPortalRenderer	net.minecraft.client.renderer.blockentity.TheEndPortalRenderer
ThreadAllocationStat	net.minecraft.util.profiling.jfr.stats.ThreadAllocationStat
ThreadAllocationStat$Summary	net.minecraft.util.profiling.jfr.stats.ThreadAllocationStat$Summary
ThreadSafeLegacyRandomSource	net.minecraft.world.level.levelgen.ThreadSafeLegacyRandomSource
ThreadedLevelLightEngine	net.minecraft.server.level.ThreadedLevelLightEngine
ThreadedLevelLightEngine$TaskType	net.minecraft.server.level.ThreadedLevelLightEngine$TaskType
ThreadingDetector	net.minecraft.util.ThreadingDetector
ThreeLayersFeatureSize	net.minecraft.world.level.levelgen.feature.featuresize.ThreeLayersFeatureSize
ThrottlingChunkTaskDispatcher	net.minecraft.server.level.ThrottlingChunkTaskDispatcher
ThrowableItemProjectile	net.minecraft.world.entity.projectile.throwableitemprojectile.ThrowableItemProjectile
ThrowablePotionItem	net.minecraft.world.item.ThrowablePotionItem
ThrowableProjectile	net.minecraft.world.entity.projectile.ThrowableProjectile
ThrowingComponent	net.minecraft.network.chat.ThrowingComponent
ThrownEgg	net.minecraft.world.entity.projectile.throwableitemprojectile.ThrownEgg
ThrownEnderpearl	net.minecraft.world.entity.projectile.throwableitemprojectile.ThrownEnderpearl
ThrownExperienceBottle	net.minecraft.world.entity.projectile.throwableitemprojectile.ThrownExperienceBottle
ThrownItemRenderState	net.minecraft.client.renderer.entity.state.ThrownItemRenderState
ThrownItemRenderer	net.minecraft.client.renderer.entity.ThrownItemRenderer
ThrownLingeringPotion	net.minecraft.world.entity.projectile.throwableitemprojectile.ThrownLingeringPotion
ThrownPotionSplitFix	net.minecraft.util.datafix.fixes.ThrownPotionSplitFix
ThrownPotionSplitFix$ItemIdFinder	net.minecraft.util.datafix.fixes.ThrownPotionSplitFix$ItemIdFinder
ThrownSplashPotion	net.minecraft.world.entity.projectile.throwableitemprojectile.ThrownSplashPotion
ThrownTrident	net.minecraft.world.entity.projectile.arrow.ThrownTrident
ThrownTridentRenderState	net.minecraft.client.renderer.entity.state.ThrownTridentRenderState
ThrownTridentRenderer	net.minecraft.client.renderer.entity.ThrownTridentRenderer
TickAccess	net.minecraft.world.ticks.TickAccess
TickCommand	net.minecraft.server.commands.TickCommand
TickContainerAccess	net.minecraft.world.ticks.TickContainerAccess
TickPriority	net.minecraft.world.ticks.TickPriority
TickRateManager	net.minecraft.world.TickRateManager
TickTask	net.minecraft.server.TickTask
TickThrottler	net.minecraft.util.TickThrottler
TickTimeStat	net.minecraft.util.profiling.jfr.stats.TickTimeStat
TickablePacketListener	net.minecraft.network.TickablePacketListener
TickableSoundInstance	net.minecraft.client.resources.sounds.TickableSoundInstance
TickableTexture	net.minecraft.client.renderer.texture.TickableTexture
Ticket	net.minecraft.server.level.Ticket
TicketStorage	net.minecraft.world.level.TicketStorage
TicketStorage$ChunkUpdated	net.minecraft.world.level.TicketStorage$ChunkUpdated
TicketStorage$TicketPredicate	net.minecraft.world.level.TicketStorage$TicketPredicate
TicketType	net.minecraft.server.level.TicketType
TicketType$Flags	net.minecraft.server.level.TicketType$Flags
TickingBlockEntity	net.minecraft.world.level.block.entity.TickingBlockEntity
TiledBlitRenderState	net.minecraft.client.gui.render.state.TiledBlitRenderState
Tilt	net.minecraft.world.level.block.state.properties.Tilt
Time	net.minecraft.client.renderer.item.properties.numeric.Time
Time$TimeSource	net.minecraft.client.renderer.item.properties.numeric.Time$TimeSource
Time$TimeSource$1	net.minecraft.client.renderer.item.properties.numeric.Time$TimeSource$1
Time$TimeSource$2	net.minecraft.client.renderer.item.properties.numeric.Time$TimeSource$2
Time$TimeSource$3	net.minecraft.client.renderer.item.properties.numeric.Time$TimeSource$3
TimeArgument	net.minecraft.commands.arguments.TimeArgument
TimeArgument$Info	net.minecraft.commands.arguments.TimeArgument$Info
TimeArgument$Info$Template	net.minecraft.commands.arguments.TimeArgument$Info$Template
TimeCheck	net.minecraft.world.level.storage.loot.predicates.TimeCheck
TimeCheck$Builder	net.minecraft.world.level.storage.loot.predicates.TimeCheck$Builder
TimeCommand	net.minecraft.server.commands.TimeCommand
TimeSource	net.minecraft.util.TimeSource
TimeSource$NanoTimeSource	net.minecraft.util.TimeSource$NanoTimeSource
TimeUtil	net.minecraft.util.TimeUtil
TimedStat	net.minecraft.util.profiling.jfr.stats.TimedStat
TimedStatSummary	net.minecraft.util.profiling.jfr.stats.TimedStatSummary
Timeline	net.minecraft.world.timeline.Timeline
Timeline$Builder	net.minecraft.world.timeline.Timeline$Builder
TimelineTags	net.minecraft.tags.TimelineTags
TimelineTagsProvider	net.minecraft.data.tags.TimelineTagsProvider
Timelines	net.minecraft.world.timeline.Timelines
TimerCallback	net.minecraft.world.level.timers.TimerCallback
TimerCallbacks	net.minecraft.world.level.timers.TimerCallbacks
TimerQueue	net.minecraft.world.level.timers.TimerQueue
TimerQueue$Event	net.minecraft.world.level.timers.TimerQueue$Event
TintedGlassBlock	net.minecraft.world.level.block.TintedGlassBlock
TintedParticleLeavesBlock	net.minecraft.world.level.block.TintedParticleLeavesBlock
TippableArrowRenderState	net.minecraft.client.renderer.entity.state.TippableArrowRenderState
TippableArrowRenderer	net.minecraft.client.renderer.entity.TippableArrowRenderer
TippedArrowItem	net.minecraft.world.item.TippedArrowItem
TippedArrowPotionToItemFix	net.minecraft.util.datafix.fixes.TippedArrowPotionToItemFix
TippedArrowRecipe	net.minecraft.world.item.crafting.TippedArrowRecipe
TitleCommand	net.minecraft.server.commands.TitleCommand
TitleScreen	net.minecraft.client.gui.screens.TitleScreen
TntBlock	net.minecraft.world.level.block.TntBlock
TntMinecartRenderer	net.minecraft.client.renderer.entity.TntMinecartRenderer
TntRenderState	net.minecraft.client.renderer.entity.state.TntRenderState
TntRenderer	net.minecraft.client.renderer.entity.TntRenderer
ToFloatFunction	net.minecraft.util.ToFloatFunction
Toast	net.minecraft.client.gui.components.toasts.Toast
Toast$Visibility	net.minecraft.client.gui.components.toasts.Toast$Visibility
ToastManager	net.minecraft.client.gui.components.toasts.ToastManager
ToastManager$1	net.minecraft.client.gui.components.toasts.ToastManager$1
ToastManager$ToastInstance	net.minecraft.client.gui.components.toasts.ToastManager$ToastInstance
ToggleKeyMapping	net.minecraft.client.ToggleKeyMapping
ToggleTooltips	net.minecraft.world.level.storage.loot.functions.ToggleTooltips
Tool	net.minecraft.world.item.component.Tool
Tool$Rule	net.minecraft.world.item.component.Tool$Rule
ToolMaterial	net.minecraft.world.item.ToolMaterial
Tooltip	net.minecraft.client.gui.components.Tooltip
TooltipComponent	net.minecraft.world.inventory.tooltip.TooltipComponent
TooltipDisplay	net.minecraft.world.item.component.TooltipDisplay
TooltipDisplayComponentFix	net.minecraft.util.datafix.fixes.TooltipDisplayComponentFix
TooltipFlag	net.minecraft.world.item.TooltipFlag
TooltipFlag$Default	net.minecraft.world.item.TooltipFlag$Default
TooltipProvider	net.minecraft.world.item.component.TooltipProvider
TooltipRenderUtil	net.minecraft.client.gui.screens.inventory.tooltip.TooltipRenderUtil
TorchBlock	net.minecraft.world.level.block.TorchBlock
TorchflowerCropBlock	net.minecraft.world.level.block.TorchflowerCropBlock
TotemParticle	net.minecraft.client.particle.TotemParticle
TotemParticle$Provider	net.minecraft.client.particle.TotemParticle$Provider
TpsDebugChart	net.minecraft.client.gui.components.debugchart.TpsDebugChart
TpsDebugDimensions	net.minecraft.util.debugchart.TpsDebugDimensions
TraceCallbacks	net.minecraft.commands.execution.TraceCallbacks
TraceableEntity	net.minecraft.world.entity.TraceableEntity
TracingExecutor	net.minecraft.TracingExecutor
TrackedWaypoint	net.minecraft.world.waypoints.TrackedWaypoint
TrackedWaypoint$AzimuthWaypoint	net.minecraft.world.waypoints.TrackedWaypoint$AzimuthWaypoint
TrackedWaypoint$Camera	net.minecraft.world.waypoints.TrackedWaypoint$Camera
TrackedWaypoint$ChunkWaypoint	net.minecraft.world.waypoints.TrackedWaypoint$ChunkWaypoint
TrackedWaypoint$EmptyWaypoint	net.minecraft.world.waypoints.TrackedWaypoint$EmptyWaypoint
TrackedWaypoint$PitchDirection	net.minecraft.world.waypoints.TrackedWaypoint$PitchDirection
TrackedWaypoint$Projector	net.minecraft.world.waypoints.TrackedWaypoint$Projector
TrackedWaypoint$Type	net.minecraft.world.waypoints.TrackedWaypoint$Type
TrackedWaypoint$Vec3iWaypoint	net.minecraft.world.waypoints.TrackedWaypoint$Vec3iWaypoint
TrackedWaypointManager	net.minecraft.world.waypoints.TrackedWaypointManager
TrackingDebugSynchronizer	net.minecraft.util.debug.TrackingDebugSynchronizer
TrackingDebugSynchronizer$PoiSynchronizer	net.minecraft.util.debug.TrackingDebugSynchronizer$PoiSynchronizer
TrackingDebugSynchronizer$SourceSynchronizer	net.minecraft.util.debug.TrackingDebugSynchronizer$SourceSynchronizer
TrackingDebugSynchronizer$ValueSource	net.minecraft.util.debug.TrackingDebugSynchronizer$ValueSource
TrackingDebugSynchronizer$VillageSectionSynchronizer	net.minecraft.util.debug.TrackingDebugSynchronizer$VillageSectionSynchronizer
TrackingEmitter	net.minecraft.client.particle.TrackingEmitter
TrackingItemStackRenderState	net.minecraft.client.renderer.item.TrackingItemStackRenderState
TracyZoneFiller	net.minecraft.util.profiling.TracyZoneFiller
TracyZoneFiller$PlotAndValue	net.minecraft.util.profiling.TracyZoneFiller$PlotAndValue
TradeRebalanceChestLoot	net.minecraft.data.loot.packs.TradeRebalanceChestLoot
TradeRebalanceEnchantmentProviders	net.minecraft.world.item.enchantment.providers.TradeRebalanceEnchantmentProviders
TradeRebalanceEnchantmentTagsProvider	net.minecraft.data.tags.TradeRebalanceEnchantmentTagsProvider
TradeRebalanceLootTableProvider	net.minecraft.data.loot.packs.TradeRebalanceLootTableProvider
TradeRebalanceRegistries	net.minecraft.data.registries.TradeRebalanceRegistries
TradeTrigger	net.minecraft.advancements.criterion.TradeTrigger
TradeTrigger$TriggerInstance	net.minecraft.advancements.criterion.TradeTrigger$TriggerInstance
TradeWithPlayerGoal	net.minecraft.world.entity.ai.goal.TradeWithPlayerGoal
TradeWithVillager	net.minecraft.world.entity.ai.behavior.TradeWithVillager
TraderLlama	net.minecraft.world.entity.animal.equine.TraderLlama
TraderLlama$TraderLlamaDefendWanderingTraderGoal	net.minecraft.world.entity.animal.equine.TraderLlama$TraderLlamaDefendWanderingTraderGoal
TrailParticle	net.minecraft.client.particle.TrailParticle
TrailParticle$Provider	net.minecraft.client.particle.TrailParticle$Provider
TrailParticleOption	net.minecraft.core.particles.TrailParticleOption
TrailRuinsStructurePools	net.minecraft.data.worldgen.TrailRuinsStructurePools
TransferCommand	net.minecraft.server.commands.TransferCommand
TransferState	net.minecraft.client.multiplayer.TransferState
TransferableSelectionList	net.minecraft.client.gui.screens.packs.TransferableSelectionList
TransferableSelectionList$Entry	net.minecraft.client.gui.screens.packs.TransferableSelectionList$Entry
TransferableSelectionList$HeaderEntry	net.minecraft.client.gui.screens.packs.TransferableSelectionList$HeaderEntry
TransferableSelectionList$PackEntry	net.minecraft.client.gui.screens.packs.TransferableSelectionList$PackEntry
TransformedSlotSource	net.minecraft.world.item.slot.TransformedSlotSource
TransientCraftingContainer	net.minecraft.world.inventory.TransientCraftingContainer
TransientEntitySectionManager	net.minecraft.world.level.entity.TransientEntitySectionManager
TransientEntitySectionManager$Callback	net.minecraft.world.level.entity.TransientEntitySectionManager$Callback
TranslatableContents	net.minecraft.network.chat.contents.TranslatableContents
TranslatableFormatException	net.minecraft.network.chat.contents.TranslatableFormatException
TranslucencyPointOfView	net.minecraft.client.renderer.chunk.TranslucencyPointOfView
TransmuteRecipe	net.minecraft.world.item.crafting.TransmuteRecipe
TransmuteRecipe$Serializer	net.minecraft.world.item.crafting.TransmuteRecipe$Serializer
TransmuteRecipeBuilder	net.minecraft.data.recipes.TransmuteRecipeBuilder
TransmuteResult	net.minecraft.world.item.crafting.TransmuteResult
TransparentBlock	net.minecraft.world.level.block.TransparentBlock
TransportItemsBetweenContainers	net.minecraft.world.entity.ai.behavior.TransportItemsBetweenContainers
TransportItemsBetweenContainers$ContainerInteractionState	net.minecraft.world.entity.ai.behavior.TransportItemsBetweenContainers$ContainerInteractionState
TransportItemsBetweenContainers$OnTargetReachedInteraction	net.minecraft.world.entity.ai.behavior.TransportItemsBetweenContainers$OnTargetReachedInteraction
TransportItemsBetweenContainers$TransportItemState	net.minecraft.world.entity.ai.behavior.TransportItemsBetweenContainers$TransportItemState
TransportItemsBetweenContainers$TransportItemTarget	net.minecraft.world.entity.ai.behavior.TransportItemsBetweenContainers$TransportItemTarget
TrapDoorBlock	net.minecraft.world.level.block.TrapDoorBlock
TrapDoorBlock$1	net.minecraft.world.level.block.TrapDoorBlock$1
TrapezoidFloat	net.minecraft.util.valueproviders.TrapezoidFloat
TrapezoidHeight	net.minecraft.world.level.levelgen.heightproviders.TrapezoidHeight
TrappedChestBlock	net.minecraft.world.level.block.TrappedChestBlock
TrappedChestBlockEntity	net.minecraft.world.level.block.entity.TrappedChestBlockEntity
TrappedChestBlockEntityFix	net.minecraft.util.datafix.fixes.TrappedChestBlockEntityFix
TrappedChestBlockEntityFix$TrappedChestSection	net.minecraft.util.datafix.fixes.TrappedChestBlockEntityFix$TrappedChestSection
TreeConfiguration	net.minecraft.world.level.levelgen.feature.configurations.TreeConfiguration
TreeConfiguration$TreeConfigurationBuilder	net.minecraft.world.level.levelgen.feature.configurations.TreeConfiguration$TreeConfigurationBuilder
TreeDecorator	net.minecraft.world.level.levelgen.feature.treedecorators.TreeDecorator
TreeDecorator$Context	net.minecraft.world.level.levelgen.feature.treedecorators.TreeDecorator$Context
TreeDecoratorType	net.minecraft.world.level.levelgen.feature.treedecorators.TreeDecoratorType
TreeFeature	net.minecraft.world.level.levelgen.feature.TreeFeature
TreeFeature$1	net.minecraft.world.level.levelgen.feature.TreeFeature$1
TreeFeatures	net.minecraft.data.worldgen.features.TreeFeatures
TreeGrower	net.minecraft.world.level.block.grower.TreeGrower
TreeNodePosition	net.minecraft.advancements.TreeNodePosition
TreePlacements	net.minecraft.data.worldgen.placement.TreePlacements
TriState	net.minecraft.util.TriState
TrialChambersStructurePools	net.minecraft.data.worldgen.TrialChambersStructurePools
TrialSpawner	net.minecraft.world.level.block.entity.trialspawner.TrialSpawner
TrialSpawner$FlameParticle	net.minecraft.world.level.block.entity.trialspawner.TrialSpawner$FlameParticle
TrialSpawner$FullConfig	net.minecraft.world.level.block.entity.trialspawner.TrialSpawner$FullConfig
TrialSpawner$StateAccessor	net.minecraft.world.level.block.entity.trialspawner.TrialSpawner$StateAccessor
TrialSpawnerBlock	net.minecraft.world.level.block.TrialSpawnerBlock
TrialSpawnerBlockEntity	net.minecraft.world.level.block.entity.TrialSpawnerBlockEntity
TrialSpawnerConfig	net.minecraft.world.level.block.entity.trialspawner.TrialSpawnerConfig
TrialSpawnerConfig$Builder	net.minecraft.world.level.block.entity.trialspawner.TrialSpawnerConfig$Builder
TrialSpawnerConfigFix	net.minecraft.util.datafix.fixes.TrialSpawnerConfigFix
TrialSpawnerConfigInRegistryFix	net.minecraft.util.datafix.fixes.TrialSpawnerConfigInRegistryFix
TrialSpawnerConfigInRegistryFix$VanillaTrialChambers	net.minecraft.util.datafix.fixes.TrialSpawnerConfigInRegistryFix$VanillaTrialChambers
TrialSpawnerConfigs	net.minecraft.world.level.block.entity.trialspawner.TrialSpawnerConfigs
TrialSpawnerConfigs$Keys	net.minecraft.world.level.block.entity.trialspawner.TrialSpawnerConfigs$Keys
TrialSpawnerDetectionParticle	net.minecraft.client.particle.TrialSpawnerDetectionParticle
TrialSpawnerDetectionParticle$Provider	net.minecraft.client.particle.TrialSpawnerDetectionParticle$Provider
TrialSpawnerRenderer	net.minecraft.client.renderer.blockentity.TrialSpawnerRenderer
TrialSpawnerState	net.minecraft.world.level.block.entity.trialspawner.TrialSpawnerState
TrialSpawnerState$LightLevel	net.minecraft.world.level.block.entity.trialspawner.TrialSpawnerState$LightLevel
TrialSpawnerState$ParticleEmission	net.minecraft.world.level.block.entity.trialspawner.TrialSpawnerState$ParticleEmission
TrialSpawnerState$SpinningMob	net.minecraft.world.level.block.entity.trialspawner.TrialSpawnerState$SpinningMob
TrialSpawnerStateData	net.minecraft.world.level.block.entity.trialspawner.TrialSpawnerStateData
TrialSpawnerStateData$Packed	net.minecraft.world.level.block.entity.trialspawner.TrialSpawnerStateData$Packed
TridentAnimationFix	net.minecraft.util.datafix.fixes.TridentAnimationFix
TridentItem	net.minecraft.world.item.TridentItem
TridentModel	net.minecraft.client.model.object.projectile.TridentModel
TridentSpecialRenderer	net.minecraft.client.renderer.special.TridentSpecialRenderer
TridentSpecialRenderer$Unbaked	net.minecraft.client.renderer.special.TridentSpecialRenderer$Unbaked
Trigger	net.minecraft.world.entity.ai.behavior.declarative.Trigger
TriggerCommand	net.minecraft.server.commands.TriggerCommand
TriggerGate	net.minecraft.world.entity.ai.behavior.TriggerGate
TrimMaterial	net.minecraft.world.item.equipment.trim.TrimMaterial
TrimMaterialProperty	net.minecraft.client.renderer.item.properties.select.TrimMaterialProperty
TrimMaterials	net.minecraft.world.item.equipment.trim.TrimMaterials
TrimPattern	net.minecraft.world.item.equipment.trim.TrimPattern
TrimPatterns	net.minecraft.world.item.equipment.trim.TrimPatterns
TrimPredicate	net.minecraft.core.component.predicates.TrimPredicate
TripWireBlock	net.minecraft.world.level.block.TripWireBlock
TripWireBlock$1	net.minecraft.world.level.block.TripWireBlock$1
TripWireHookBlock	net.minecraft.world.level.block.TripWireHookBlock
TropicalFish	net.minecraft.world.entity.animal.fish.TropicalFish
TropicalFish$Base	net.minecraft.world.entity.animal.fish.TropicalFish$Base
TropicalFish$Pattern	net.minecraft.world.entity.animal.fish.TropicalFish$Pattern
TropicalFish$TropicalFishGroupData	net.minecraft.world.entity.animal.fish.TropicalFish$TropicalFishGroupData
TropicalFish$Variant	net.minecraft.world.entity.animal.fish.TropicalFish$Variant
TropicalFishLargeModel	net.minecraft.client.model.animal.fish.TropicalFishLargeModel
TropicalFishPatternLayer	net.minecraft.client.renderer.entity.layers.TropicalFishPatternLayer
TropicalFishPatternLayer$1	net.minecraft.client.renderer.entity.layers.TropicalFishPatternLayer$1
TropicalFishRenderState	net.minecraft.client.renderer.entity.state.TropicalFishRenderState
TropicalFishRenderer	net.minecraft.client.renderer.entity.TropicalFishRenderer
TropicalFishRenderer$1	net.minecraft.client.renderer.entity.TropicalFishRenderer$1
TropicalFishSmallModel	net.minecraft.client.model.animal.fish.TropicalFishSmallModel
TrueBlockPredicate	net.minecraft.world.level.levelgen.blockpredicates.TrueBlockPredicate
TrueTypeGlyphProviderDefinition	net.minecraft.client.gui.font.providers.TrueTypeGlyphProviderDefinition
TrueTypeGlyphProviderDefinition$Shift	net.minecraft.client.gui.font.providers.TrueTypeGlyphProviderDefinition$Shift
TrunkPlacer	net.minecraft.world.level.levelgen.feature.trunkplacers.TrunkPlacer
TrunkPlacerType	net.minecraft.world.level.levelgen.feature.trunkplacers.TrunkPlacerType
TrunkVineDecorator	net.minecraft.world.level.levelgen.feature.treedecorators.TrunkVineDecorator
TryFindLand	net.minecraft.world.entity.ai.behavior.TryFindLand
TryFindLandNearWater	net.minecraft.world.entity.ai.behavior.TryFindLandNearWater
TryFindWater	net.minecraft.world.entity.ai.behavior.TryFindWater
TryFindWaterGoal	net.minecraft.world.entity.ai.goal.TryFindWaterGoal
TryLaySpawnOnWaterNearLand	net.minecraft.world.entity.ai.behavior.TryLaySpawnOnWaterNearLand
TryToSniff	net.minecraft.world.entity.ai.behavior.warden.TryToSniff
Tuple	net.minecraft.util.Tuple
Turtle	net.minecraft.world.entity.animal.turtle.Turtle
Turtle$TurtleBreedGoal	net.minecraft.world.entity.animal.turtle.Turtle$TurtleBreedGoal
Turtle$TurtleGoHomeGoal	net.minecraft.world.entity.animal.turtle.Turtle$TurtleGoHomeGoal
Turtle$TurtleGoToWaterGoal	net.minecraft.world.entity.animal.turtle.Turtle$TurtleGoToWaterGoal
Turtle$TurtleLayEggGoal	net.minecraft.world.entity.animal.turtle.Turtle$TurtleLayEggGoal
Turtle$TurtleMoveControl	net.minecraft.world.entity.animal.turtle.Turtle$TurtleMoveControl
Turtle$TurtlePanicGoal	net.minecraft.world.entity.animal.turtle.Turtle$TurtlePanicGoal
Turtle$TurtlePathNavigation	net.minecraft.world.entity.animal.turtle.Turtle$TurtlePathNavigation
Turtle$TurtleRandomStrollGoal	net.minecraft.world.entity.animal.turtle.Turtle$TurtleRandomStrollGoal
Turtle$TurtleTravelGoal	net.minecraft.world.entity.animal.turtle.Turtle$TurtleTravelGoal
TurtleEggBlock	net.minecraft.world.level.block.TurtleEggBlock
TurtleModel	net.minecraft.client.model.animal.turtle.TurtleModel
TurtleRenderState	net.minecraft.client.renderer.entity.state.TurtleRenderState
TurtleRenderer	net.minecraft.client.renderer.entity.TurtleRenderer
Tutorial	net.minecraft.client.tutorial.Tutorial
TutorialStepInstance	net.minecraft.client.tutorial.TutorialStepInstance
TutorialSteps	net.minecraft.client.tutorial.TutorialSteps
TutorialToast	net.minecraft.client.gui.components.toasts.TutorialToast
TutorialToast$Icons	net.minecraft.client.gui.components.toasts.TutorialToast$Icons
TwistingVinesBlock	net.minecraft.world.level.block.TwistingVinesBlock
TwistingVinesConfig	net.minecraft.world.level.levelgen.feature.configurations.TwistingVinesConfig
TwistingVinesFeature	net.minecraft.world.level.levelgen.feature.TwistingVinesFeature
TwistingVinesPlantBlock	net.minecraft.world.level.block.TwistingVinesPlantBlock
TwoLayersFeatureSize	net.minecraft.world.level.levelgen.feature.featuresize.TwoLayersFeatureSize
TypedDataComponent	net.minecraft.core.component.TypedDataComponent
TypedDataComponent$1	net.minecraft.core.component.TypedDataComponent$1
TypedEntityData	net.minecraft.world.item.component.TypedEntityData
